a,b,c,d,e,used_symbol,ltp,pe,market_cap,status
SHEKHAWATI POLY-YARN LTD.,SHEKHAWATI,SHEKHAWATI,Textiles - Processing,https://halalstock.in/is-shekhawati-poly-yarn-ltd-halal-and-shariah-compliant/,SHEKHAWATI.NS,18.77,10.725715,661221760,ok
Shelter Pharma Ltd,SHELTER,,Pharmaceuticals,https://halalstock.in/is-shelter-pharma-ltd-halal-and-shariah-compliant/,SHELTER.BO,41.99,7.7615533,685813952,ok
SHILCHAR TECHNOLOGIES LTD.,SHILCTECH,,Electric Equipment,https://halalstock.in/is-shilchar-technologies-ltd-halal-and-shariah-compliant/,SHILCTECH.NS,4134.0,,,ok
SHILP GRAVURES LTD.,SHILGRAVQ,,Mining / Minerals / Metals,https://halalstock.in/is-shilp-gravures-ltd-halal-and-shariah-compliant/,SHILGRAVQ.BO,226.3,48.771553,1391699712,ok
SHILPA MEDICARE LTD.,SHILPAMED,SHILPAMED,Pharmaceuticals - Indian - Bulk Drugs,https://halalstock.in/is-shilpa-medicare-ltd-halal-and-shariah-compliant/,SHILPAMED.NS,341.5,61.754066,66886615040,ok
SHINE FASHIONS (INDIA) LTD,SHINEFASH,,Trading,https://halalstock.in/is-shine-fashions-india-ltd-halal-and-shariah-compliant/,SHINEFASH.BO,40.6,,1009194176,ok
Shining Tools,SHTL,,Industrial Products,https://halalstock.in/is-shining-tools-halal-and-shariah-compliant/,SHTL.BO,68.75,,,ok
SHIPPING CORPORATION OF INDIA LTD.,SCI,SCI,Shipping,https://halalstock.in/is-shipping-corporation-of-india-ltd-halal-and-shariah-compliant/,SCI.NS,231.8,13.422119,107972214784,ok
SHISH INDUSTRIES LTD,SHISHIND,,Plastics Products,https://halalstock.in/is-shish-industries-ltd-halal-and-shariah-compliant/,SHISHIND.BO,8.77,,3349706496,ok
SHIVA GRANITO EXPORT LTD,SHIVAEXPO,,Mining / Minerals / Metals,https://halalstock.in/is-shiva-granito-export-ltd-halal-and-shariah-compliant/,SHIVAEXPO.BO,8.6,860.00006,113649432,ok
SHIVA MILLS LTD,SHIVAMILLS,SHIVAMILLS,Textiles - Spinning - Synthetic / Blended,https://halalstock.in/is-shiva-mills-ltd-halal-and-shariah-compliant/,SHIVAMILLS.NS,62.29,,538298240,ok
SHIVALIK RASAYAN LTD,SHIVALIK,SHIVALIK,Pesticides / Agrochemicals - Indian,https://halalstock.in/is-shivalik-rasayan-ltd-halal-and-shariah-compliant/,SHIVALIK.NS,405.5,45.664413,6388962816,ok
Shivam Chemicals Ltd,SHIVAM,,Animal Feed,https://halalstock.in/is-shivam-chemicals-ltd-halal-and-shariah-compliant/,SHIVAM.BO,64.0,30.769232,1087168000,ok
Shlokka Dyes Ltd.,SHLOKKA,,Specialty Chemicals,https://halalstock.in/is-shlokka-dyes-ltd-halal-and-shariah-compliant/,SHLOKKA.BO,66.29,14.19486,1419172608,ok
Shoora Designs Ltd,SHOORA,,"Gems, Jewellery And Watches",https://halalstock.in/is-shoora-designs-ltd-halal-and-shariah-compliant/,SHOORA.BO,36.04,19.376345,166636784,ok
SHREE CEMENT LTD.,SHREECEM,SHREECEM,Cement - North India,https://halalstock.in/is-shree-cement-ltd-halal-and-shariah-compliant/,SHREECEM.NS,26400.0,55.555553,953517932544,ok
SHREE DIGVIJAY CEMENT CO.LTD.,SHREDIGCEM,SHREDIGCEM,Cement - North India,https://halalstock.in/is-shree-digvijay-cement-co-ltd-halal-and-shariah-compliant/,SHREDIGCEM.NS,90.1,35.472443,13328984064,ok
SHREE GANESH REMEDIES LTD,SGRL,,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-shree-ganesh-remedies-ltd-halal-and-shariah-compliant/,SGRL.BO,467.45,29.417873,6000945664,ok
Shree Krishna Infrastructure Ltd,SKIFL,,"Residential, Commercial Projects",https://halalstock.in/is-shree-krishna-infrastructure-ltd-halal-and-shariah-compliant/,SKIFL.BO,15.05,,165550000,ok
Shree Marutinandan Tubes ltd,SHREE,,Iron &amp; Steel Products,https://halalstock.in/is-shree-marutinandan-tubes-ltd-halal-and-shariah-compliant/,SHREE.BO,91.15,10.082965,315379008,ok
SHREE PACETRONIX LTD.,SHREEPAC,,Healthcare,https://halalstock.in/is-shree-pacetronix-ltd-halal-and-shariah-compliant/,SHREEPAC.BO,232.3,36.12753,853597952,ok
SHREE PRECOATED STEELS LTD.,SPSL,,Construction,https://halalstock.in/is-shree-precoated-steels-ltd-halal-and-shariah-compliant/,SPSL.BO,14.6,,60442584,ok
SHREE PUSHKAR CHEMICALS &amp; FERTILISERS LTD,SHREEPUSHK,SHREEPUSHK,Dyes And Pigments,https://halalstock.in/is-shree-pushkar-chemicals-fertilisers-ltd-halal-and-shariah-compliant/,SHREEPUSHK.NS,400.6,18.08578,12973430784,ok
SHREE RAMA MULTI-TECH LTD.,SHREERAMA,SHREERAMA,Packaging,https://halalstock.in/is-shree-rama-multi-tech-ltd-halal-and-shariah-compliant/,SHREERAMA.NS,53.86,13.168704,7188587008,ok
Shree Refrigerations Ltd,SHREEREF,,Industrial Products,https://halalstock.in/is-shree-refrigerations-ltd-halal-and-shariah-compliant/,SHREEREF.BO,221.05,117.57979,7876101632,ok
SHREE STEEL WIRE ROPES LTD.,SSWRL,,Steel - Medium / Small,https://halalstock.in/is-shree-steel-wire-ropes-ltd-halal-and-shariah-compliant/,SSWRL.BO,25.53,,84542344,ok
Shreeji Shipping Global Ltd,SHREEJISPG,SHREEJISPG,Shipping,https://halalstock.in/is-shreeji-shipping-global-ltd-halal-and-shariah-compliant/,SHREEJISPG.NS,330.85,38.160324,53901504512,ok
SHREEJI TRANSLOGISTICS LTD,STL,,Miscellaneous,https://halalstock.in/is-shreeji-translogistics-ltd-halal-and-shariah-compliant/,STL.BO,9.96,24.9,696039680,ok
SHREYANS INDUSTRIES LTD.,SHREYANIND,SHREYANIND,Paper,https://halalstock.in/is-shreyans-industries-ltd-halal-and-shariah-compliant/,SHREYANIND.NS,181.71,5.3397007,2518712576,ok
SHREYAS INTERMEDIATES LTD.,SHREYASI,,Dyes And Pigments,https://halalstock.in/is-shreyas-intermediates-ltd-halal-and-shariah-compliant/,SHREYASI.BO,10.17,,720584192,ok
SHRI DINESH MILLS LTD.,SHRIDINE,,Textiles - Products,https://halalstock.in/is-shri-dinesh-mills-ltd-halal-and-shariah-compliant/,SHRIDINE.BO,269.85,8.531458,1511317376,ok
SHRI JAGDAMBA POLYMERS LTD.,SHRJAGP,,Packaging,https://halalstock.in/is-shri-jagdamba-polymers-ltd-halal-and-shariah-compliant/,SHRJAGP.BO,680.8,12.047425,5962446336,ok
Shringar House of Mangalsutra ltd,SHRINGARMS,,"Gems, Jewellery And Watches",https://halalstock.in/is-shringar-house-of-mangalsutra-ltd-halal-and-shariah-compliant/,SHRINGARMS.NS,223.09,27.106928,21513031680,ok
SHUBHAM POLYSPIN LTD,SHUBHAM,,Textiles - Products,https://halalstock.in/is-shubham-polyspin-ltd-halal-and-shariah-compliant/,SHUBHAM.BO,65.31,107.06557,791687808,ok
SHUKRA JEWELLERS LTD.,SHUKJEW,,Diamond Cutting / Jewellery,https://halalstock.in/is-shukra-jewellers-ltd-halal-and-shariah-compliant/,SHUKJEW.BO,9.64,24.71795,130841800,ok
SHUKRA PHARMACEUTICALS LTD,SHUKRAPHAR,,Pharmaceuticals - Indian - Formulations,https://halalstock.in/is-shukra-pharmaceuticals-ltd-halal-and-shariah-compliant/,SHUKRAPHAR.BO,38.68,773.6,16937176064,ok
SHYAM METALICS AND ENERGY LTD,SHYAMMETL,SHYAMMETL,Steel - Medium / Small,https://halalstock.in/is-shyam-metalics-and-energy-ltd-halal-and-shariah-compliant/,SHYAMMETL.NS,813.9,23.421583,226450112512,ok
SHYAM TELECOM LTD.,SHYAMTEL,SHYAMTEL,Telecommunications - Equipment,https://halalstock.in/is-shyam-telecom-ltd-halal-and-shariah-compliant/,SHYAMTEL.NS,12.29,,138508304,ok
Siemens Energy India Limited,ENRIN,ENRIN,Heavy Electrical Equipment,https://halalstock.in/is-siemens-energy-india-limited-halal-and-shariah-compliant/,ENRIN.NS,3159.6,102.05427,1125198462976,ok
SIEMENS LTD.,SIEMENS,SIEMENS,Electric Equipment,https://halalstock.in/is-siemens-ltd-halal-and-shariah-compliant/,SIEMENS.NS,3297.0,69.439766,1174204317696,ok
Sigachi Industries Ltd,SIGACHI,SIGACHI,Pharmaceuticals,https://halalstock.in/is-sigachi-industries-ltd-halal-and-shariah-compliant/,SIGACHI.NS,38.19,,14593048576,ok
Signature Global India Ltd,SIGNATURE,SIGNATURE,"Residential, Commercial Projects",https://halalstock.in/is-signatureglobal-india-ltd-halal-and-shariah-compliant/,SIGNATURE.NS,1112.9,200.16188,156493037568,ok
Signature Green Corporation Ltd,SIGNGCL,,Edible Oil,https://halalstock.in/is-globale-tessile-limited-halal-and-shariah-compliant/,SIGNGCL.BO,3.42,,12304705,ok
Signpost India Ltd.,SIGNPOST,SIGNPOST,Advertising &amp; Media,https://halalstock.in/is-signpost-india-ltd-halal-and-shariah-compliant/,SIGNPOST.NS,223.83,31.748936,11963713536,ok
Sihora Industries,SIHORA,,Other Textile Products,https://halalstock.in/is-sihora-industries-halal-and-shariah-compliant/,SIHORA.BO,62.0,17.613636,330298816,ok
SIKA INTERPLANT SYSTEMS LTD.,SIKA,,Engineering,https://halalstock.in/is-sika-interplant-systems-ltd-halal-and-shariah-compliant/,SIKA.BO,995.9,62.912193,21113952256,ok
Silicon Rental Solutions Ltd,SRSOLTD,,Diversified Commercial Services,https://halalstock.in/is-silicon-rental-solutions-ltd-halal-and-shariah-compliant/,SRSOLTD.BO,140.25,14.999999,1601542784,ok
SIMPLEX MILLS COMPANY LTD.,SIMPLXMIL,,Textiles - Cotton/Blended,https://halalstock.in/is-simplex-mills-company-ltd-halal-and-shariah-compliant/,SIMPLXMIL.BO,5218.4,,156578096,ok
SINDHU TRADE LINKS LIMITED,SINDHUTRAD,SINDHUTRAD,Miscellaneous,https://halalstock.in/is-sindhu-trade-links-limited-halal-and-shariah-compliant/,SINDHUTRAD.NS,23.66,,36482035712,ok
SINGER INDIA LTD.,SINGER,,Engineering,https://halalstock.in/is-singer-india-ltd-halal-and-shariah-compliant/,SINGER.BO,72.31,63.429825,4458312192,ok
SIS LTD,SIS,SIS,Miscellaneous,https://halalstock.in/is-sis-ltd-halal-and-shariah-compliant/,SIS.NS,329.25,88.508064,46431662080,ok
SIYARAM SILK MILLS LTD.,SIYSIL,SIYSIL,Textiles - Processing,https://halalstock.in/is-siyaram-silk-mills-ltd-halal-and-shariah-compliant/,SIYSIL.NS,719.7,15.649054,32652853248,ok
SK International Export Ltd,SKIEL,,Other Apparels &amp; Accessories,https://halalstock.in/is-sk-international-export-ltd-halal-and-shariah-compliant/,SKIEL.BO,31.6,11.617647,231689744,ok
SKF INDIA LTD,SKFINDIA,SKFINDIA,Bearings,https://halalstock.in/is-skf-india-ltd-halal-and-shariah-compliant/,SKFINDIA.NS,1915.6,17.668327,94703362048,ok
SKIPPER LTD,SKIPPER,SKIPPER,Engineering,https://halalstock.in/is-skipper-ltd-halal-and-shariah-compliant/,SKIPPER.NS,470.7,31.548258,53167583232,ok
SKM EGG PRODUCTS EXPORT (INDIA) LTD.,SKMEGGPROD,SKMEGGPROD,Food - Processing - Indian,https://halalstock.in/is-skm-egg-products-export-india-ltd-halal-and-shariah-compliant/,SKMEGGPROD.NS,422.85,20.280575,11283300352,ok
SKY GOLD LTD,SKYGOLD,SKYGOLD,Diamond Cutting / Jewellery,https://halalstock.in/is-sky-gold-ltd-halal-and-shariah-compliant/,SKYGOLD.NS,331.1,,51275436032,ok
SKY INDUSTRIES LTD.,SKYIND,,Textiles - Products,https://halalstock.in/is-sky-industries-ltd-halal-and-shariah-compliant/,SKYIND.BO,91.65,13.823529,723168192,ok
SM Auto Stamping Ltd,SMAUTO,,Industrial Products,https://halalstock.in/is-sm-auto-stamping-ltd-halal-and-shariah-compliant/,SMAUTO.BO,28.0,10.526316,383259328,ok
SM GOLD LTD,SMGOLD,,Diamond Cutting / Jewellery,https://halalstock.in/is-sm-gold-ltd-halal-and-shariah-compliant/,SMGOLD.BO,13.74,16.756098,181883424,ok
SMARTLINK HOLDINGS LTD,SMARTLINK,SMARTLINK,Finance &amp; Investments,https://halalstock.in/is-smartlink-holdings-ltd-halal-and-shariah-compliant/,SMARTLINK.NS,134.32,12.865902,1341157120,ok
SMITHS &amp; FOUNDERS (INDIA) LIMITED,SMFIL,,Castings &amp; Forgings,https://halalstock.in/is-smiths-founders-india-limited-halal-and-shariah-compliant/,SMFIL.BO,4.94,61.750004,503862848,ok
SML ISUZU LIMITED,SMLISUZU,SMLISUZU,Automobiles - LCVs / HCVs,https://halalstock.in/is-sml-isuzu-limited-halal-and-shariah-compliant/,SMLISUZU.NS,,32.168304,45472804864,ok
SMRUTHI ORGANICS LTD,SMRUTHIORG,,Pharmaceuticals - Indian - Bulk Drugs,https://halalstock.in/is-smruthi-organics-ltd-halal-and-shariah-compliant/,SMRUTHIORG.BO,128.45,31.482843,1470275968,ok
SMS LIFESCIENCES INDIA LTD,SMSLIFE,SMSLIFE,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-sms-lifesciences-india-ltd-halal-and-shariah-compliant/,SMSLIFE.NS,1384.9,22.398512,4186950144,ok
SMS PHARMACEUTICALS LTD.,SMSPHARMA,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs,https://halalstock.in/is-sms-pharmaceuticals-ltd-halal-and-shariah-compliant/,SMSPHARMA.NS,319.2,33.009308,29930872832,ok
SNL BEARINGS LTD.,SNL,,Bearings,https://halalstock.in/is-snl-bearings-ltd-halal-and-shariah-compliant/,SNL.BO,372.0,11.847134,1343492864,ok
SOBHA LIMITED,SOBHA,SOBHA,Construction,https://halalstock.in/is-sobha-limited-halal-and-shariah-compliant/,SOBHA.NS,1537.3,109.885635,164355112960,ok
Sodhani Academy of Fintech Enablers Ltd,SAFE,,E-Learning,https://halalstock.in/is-sodhani-academy-of-fintech-enablers-ltd-halal-and-shariah-compliant/,SAFE.BO,279.0,40.789474,1588904960,ok
SOFCOM SYSTEMS LTD,SOFCOM,,Computers - Software - Medium / Small,https://halalstock.in/is-sofcom-systems-ltd-halal-and-shariah-compliant/,SOFCOM.BO,46.27,69.0597,1119924608,ok
SOFTSOL INDIA LTD.,SOFTSOL,,Computers - Software - Medium / Small,https://halalstock.in/is-softsol-india-ltd-halal-and-shariah-compliant/,SOFTSOL.BO,230.3,33.57143,3400077824,ok
SOLAR INDUSTRIES INDIA LTD.,SOLARINDS,SOLARINDS,Chemicals,https://halalstock.in/is-solar-industries-india-ltd-halal-and-shariah-compliant/,SOLARINDS.NS,13272.0,90.91033,1200984031232,ok
Solarium Green Energy Ltd,SOLARIUM,,Civil Construction,https://halalstock.in/is-solarium-green-energy-ltd-halal-and-shariah-compliant/,SOLARIUM.BO,261.05,26.884653,5446792192,ok
Solarworld Energy Solutions Ltd,SOLARWORLD,SOLARWORLD,Civil Construction,https://halalstock.in/is-solarworld-energy-solutions-ltd-halal-and-shariah-compliant/,SOLARWORLD.NS,300.6,35.075848,26053799936,ok
SOLITAIRE MACHINE TOOLS LTD.,SOLIMAC,,Engineering,https://halalstock.in/is-solitaire-machine-tools-ltd-halal-and-shariah-compliant/,SOLIMAC.BO,111.6,28.987013,506906848,ok
SOMANY CERAMICS LTD.,SOMANYCERA,SOMANYCERA,Ceramics - Tiles / Sanitaryware,https://halalstock.in/is-somany-ceramics-ltd-halal-and-shariah-compliant/,SOMANYCERA.NS,422.25,30.956743,17389410304,ok
Somi Conveyor Beltings Limited,SOMICONVEY,SOMICONVEY,Basic Materials,https://halalstock.in/is-somi-conveyor-beltings-limited-halal-and-shariah-compliant/,SOMICONVEY.NS,135.48,35.93634,1607108864,ok
SONA BLW PRECISION FORGINGS LTD,SONACOMS,SONACOMS,Castings &amp; Forgings,https://halalstock.in/is-sona-blw-precision-forgings-ltd-halal-and-shariah-compliant/,SONACOMS.NS,511.75,51.79656,318397513728,ok
Sonalis Consumer Products Ltd,SONALIS,,Packaged Foods,https://halalstock.in/is-sonalis-consumer-products-ltd-halal-and-shariah-compliant/,SONALIS.BO,86.0,4.959631,408414016,ok
SONATA SOFTWARE LTD.,SONATSOFTW,SONATSOFTW,Computers - Software - Medium / Small,https://halalstock.in/is-sonata-software-ltd-halal-and-shariah-compliant/,SONATSOFTW.NS,357.4,22.477987,99406454784,ok
SOURCE NATURAL FOODS &amp; HERBAL SUPPL LTD.,SOURCENTRL,,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-source-natural-foods-herbal-suppl-ltd-halal-and-shariah-compliant/,SOURCENTRL.BO,134.55,29.123379,866089088,ok
SOUTH ASIAN ENTERPRISES LTD,SAENTER,,Amusement Parks/ Other Recreation,https://halalstock.in/is-south-asian-enterprises-ltd-halal-and-shariah-compliant/,SAENTER.BO,40.69,,162760000,ok
Southern Gas Ltd,ZSOUTGAS,,Commodity Chemicals,https://halalstock.in/is-southern-gas-ltd-halal-and-shariah-compliant/,ZSOUTGAS.BO,25.0,0.028834065,562500,ok
SOUTHERN MAGNESIUM &amp; CHEMICALS LTD.,SOUTHMG,,Mining / Minerals / Metals,https://halalstock.in/is-southern-magnesium-chemicals-ltd-halal-and-shariah-compliant/,SOUTHMG.BO,89.45,68.80769,268349984,ok
SOUTHERN PETROCHEMICALS LTD.,SPIC,SPIC,Fertilizers,https://halalstock.in/is-southern-petrochemicals-ltd-halal-and-shariah-compliant/,SPIC.NS,84.03,9.213816,17111897088,ok
SP APPARELS LTD,SPAL,SPAL,Textiles - Products,https://halalstock.in/is-sp-apparels-ltd-halal-and-shariah-compliant/,SPAL.NS,782.85,17.824453,19671132160,ok
SPARC SYSTEMS LTD.,SPAR,,Computers - Software - Medium / Small,https://halalstock.in/is-sparc-systems-ltd-halal-and-shariah-compliant/,SPAR.BO,5.47,,159115600,ok
SPECTRUM FOODS LTD.,SPECFOOD,,Food - Processing - Indian,https://halalstock.in/is-spectrum-foods-ltd-halal-and-shariah-compliant/,SPECFOOD.BO,15.7,,380598304,ok
SPEL SEMICONDUCTOR LTD.,SPELS,,Electronics - Components,https://halalstock.in/is-spel-semiconductor-ltd-halal-and-shariah-compliant/,SPELS.BO,170.2,,7849188864,ok
Spinaroo Commercial Ltd,SPINAROO,,Paper &amp; Paper Products,https://halalstock.in/is-spinaroo-commercial-ltd-halal-and-shariah-compliant/,SPINAROO.BO,57.5,28.75,402155008,ok
SPL INDUSTRIES LTD.,SPLIL,SPLIL,Textiles - Products,https://halalstock.in/is-spl-industries-ltd-halal-and-shariah-compliant/,SPLIL.NS,38.72,28.262775,1122880128,ok
SQUARE FOUR PROJECTS INDIA LIMITED,SFPIL,,Construction,https://halalstock.in/is-square-four-projects-india-limited-halal-and-shariah-compliant/,SFPIL.BO,9.6,,188330880,ok
SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,SRHHYPOLTD,SRHHYPOLTD,Chemicals,https://halalstock.in/is-sree-rayalaseema-hi-strength-hypo-ltd-halal-and-shariah-compliant/,SRHHYPOLTD.NS,528.3,9.803303,9095301120,ok
SREECHEM RESINS LTD.,SRECR,,Chemicals,https://halalstock.in/is-sreechem-resins-ltd-halal-and-shariah-compliant/,SRECR.BO,33.55,372.77774,140910000,ok
SREELEATHERS LTD.,SREEL,SREEL,Leather / Leather Products,https://halalstock.in/is-sreeleathers-ltd-halal-and-shariah-compliant/,SREEL.NS,229.86,23.101507,5356003840,ok
SRF LTD.,SRF,SRF,Textiles - Manmade,https://halalstock.in/is-srf-ltd-halal-and-shariah-compliant/,SRF.NS,2927.3,53.76125,867724427264,ok
SRI KPR INDUSTRIES LTD.,SRIKPRIND,,Plastics Products,https://halalstock.in/is-sri-kpr-industries-ltd-halal-and-shariah-compliant/,SRIKPRIND.BO,25.77,11.402655,519154592,ok
Sri Lotus Developers &amp; Realty Ltd,LOTUSDEV,LOTUSDEV,"Residential, Commercial Projects",https://halalstock.in/is-sri-lotus-developers-realty-ltd-halal-and-shariah-compliant/,LOTUSDEV.NS,167.9,39.413143,82056708096,ok
Srigee DLM Ltd,SRIGEE,,Industrial Products,https://halalstock.in/is-srigee-dlm-ltd-halal-and-shariah-compliant/,SRIGEE.BO,116.95,22.57722,698612480,ok
SRM Contractors Ltd,SRM,SRM,Civil Construction,https://halalstock.in/is-srm-contractors-ltd-halal-and-shariah-compliant/,SRM.NS,571.7,18.051785,13117199360,ok
SRU Steels Ltd,SRUSTEELS,,Trading &amp; Distributors,https://halalstock.in/is-sru-steels-ltd-halal-and-shariah-compliant/,SRUSTEELS.BO,5.12,9.142857,306888928,ok
Stallion India Fluorochemicals Limited,STALLION,STALLION,Industrial Gases,https://halalstock.in/is-stallion-india-fluorochemicals-limited-halal-and-shariah-compliant/,STALLION.NS,168.95,33.9257,13402001408,ok
STANDARD BATTERIES LTD.,STDBAT,,Trading,https://halalstock.in/is-standard-batteries-ltd-halal-and-shariah-compliant/,STDBAT.BO,52.69,,272466624,ok
Standard Glass Lining Technology Limited,SGLTL,SGLTL,Industrial Products,https://halalstock.in/is-standard-glass-lining-technology-limited-halal-and-shariah-compliant/,SGLTL.NS,160.37,45.047752,31992477696,ok
STANDARD INDUSTRIES LTD.,SIL,SIL,Trading,https://halalstock.in/is-standard-industries-ltd-halal-and-shariah-compliant/,SIL.NS,16.43,,1066502208,ok
STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,STDSHOE,,Trading,https://halalstock.in/is-standard-shoe-sole-and-mould-india-ltd-halal-and-shariah-compliant/,STDSHOE.BO,20.43,,105858048,ok
STANLEY LIFESTYLES LIMITED,STANLEY,STANLEY,"Furniture, Home Furnishing",https://halalstock.in/is-stanley-lifestyles-limited-halal-and-shariah-compliant/,STANLEY.NS,224.15,39.05052,12815737856,ok
STAR CEMENT LTD,STARCEMENT,STARCEMENT,Cement - North India,https://halalstock.in/is-star-cement-ltd-halal-and-shariah-compliant/,STARCEMENT.NS,225.4,30.13369,91191828480,ok
Star Delta Transformers Ltd,STARDELTA,,Heavy Electrical Equipment,https://halalstock.in/is-star-delta-transformers-ltd-halal-and-shariah-compliant/,STARDELTA.BO,625.1,16.393915,1875424896,ok
Star Imaging And Path Lab,STARIMAGIN,,Healthcare Service Provider,https://halalstock.in/is-star-imaging-and-path-lab-halal-and-shariah-compliant/,STARIMAGIN.BO,135.0,11.936339,2351699968,ok
STAR PAPER MILLS LTD.,STARPAPER,STARPAPER,Paper,https://halalstock.in/is-star-paper-mills-ltd-halal-and-shariah-compliant/,STARPAPER.NS,163.1,6.6059136,2562031872,ok
STARLINEPS ENTERPRISES LTD,STARLENT,,Diamond Cutting / Jewellery,https://halalstock.in/is-starlineps-enterprises-ltd-halal-and-shariah-compliant/,STARLENT.BO,2.98,37.25,1082133376,ok
STARLOG ENTERPRISES LTD,STARLOG,,Miscellaneous,https://halalstock.in/is-starlog-enterprises-ltd-halal-and-shariah-compliant/,STARLOG.BO,38.99,,583562816,ok
STEEL EXCHANGE INDIA LTD.,STEELXIND,STEELXIND,Trading,https://halalstock.in/is-steel-exchange-india-ltd-halal-and-shariah-compliant/,STEELXIND.NS,8.81,31.464287,11021009920,ok
STEEL STRIPS INFRASTRUCTURES LTD.,STLSTRINF,,Construction,https://halalstock.in/is-steel-strips-infrastructures-ltd-halal-and-shariah-compliant/,STLSTRINF.BO,23.75,10.602678,205271248,ok
STEEL STRIPS WHEELS LTD.,SSWL,SSWL,Auto Ancillaries,https://halalstock.in/is-steel-strips-wheels-ltd-halal-and-shariah-compliant/,SSWL.NS,190.28,15.725619,29924227072,ok
STEELCAST LTD.,STEELCAS,STEELCAS,Castings &amp; Forgings,https://halalstock.in/is-steelcast-ltd-halal-and-shariah-compliant/,STEELCAS.NS,220.2,24.994324,22313414656,ok
STERLING AND WILSON SOLAR LTD,SWSOLAR,SWSOLAR,Engineering - Turnkey Services,https://halalstock.in/is-sterling-and-wilson-solar-ltd-halal-and-shariah-compliant/,SWSOLAR.NS,225.96,,52823306240,ok
Sterling Powergensys Limited,STERPOW,,Industrial Products,https://halalstock.in/is-sati-poly-plast-limited-halal-and-shariah-compliant/,STERPOW.BO,31.1,,163667856,ok
STERLING TOOLS LTD.,STERTOOLS,STERTOOLS,Fasteners,https://halalstock.in/is-sterling-tools-ltd-halal-and-shariah-compliant/,STERTOOLS.NS,281.1,21.05618,10173169664,ok
STERLITE TECHNOLOGIES LTD.,STLTECH,STLTECH,Cables - Telephone,https://halalstock.in/is-sterlite-technologies-ltd-halal-and-shariah-compliant/,STLTECH.NS,104.64,747.4286,51072638976,ok
STORAGE TECHNOLOGIES AND AUTOMATION LTD,STAL,,Other Industrial Products,https://halalstock.in/is-storage-technologies-and-automation-ltd-halal-and-shariah-compliant/,STAL.BO,63.83,79.7875,819577216,ok
STOVE KRAFT LTD,STOVEKRAFT,STOVEKRAFT,Domestic Appliances,https://halalstock.in/is-stove-kraft-ltd-halal-and-shariah-compliant/,STOVEKRAFT.NS,612.9,44.63948,20291477504,ok
STOVEC INDUSTRIES LTD.,STOVACQ,,Textile Machinery,https://halalstock.in/is-stovec-industries-ltd-halal-and-shariah-compliant/,STOVACQ.BO,2026.75,51.28416,4231886336,ok
STRATMONT INDUSTRIES LTD,STRATMONT,,Trading,https://halalstock.in/is-stratmont-industries-ltd-halal-and-shariah-compliant/,STRATMONT.BO,67.89,150.86667,1934721024,ok
STRIDES PHARMA SCIENCE LTD,STAR,STAR,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-strides-pharma-science-ltd-halal-and-shariah-compliant/,STAR.NS,878.4,20.366335,80964509696,ok
Studds Accessories LTD,STUDDS,STUDDS,Auto Components &amp; Equipments,https://halalstock.in/is-studds-accessories-ltd-halal-and-shariah-compliant/,STUDDS.NS,547.7,30.960995,21553858560,ok
STYLAM INDUSTRIES LIMITED,STYLAMIND,STYLAMIND,Miscellaneous,https://halalstock.in/is-stylam-industries-limited-halal-and-shariah-compliant/,STYLAMIND.NS,2069.6,27.854643,35075706880,ok
Styrenix Performance LTD,STYRENIX,STYRENIX,Petrochemicals,https://halalstock.in/is-styrenix-performance-ltd-halal-and-shariah-compliant/,STYRENIX.NS,2088.3,18.315208,36724060160,ok
SUBHASH SILK MILLS LTD.,SUBSM,,"Textiles, Apparels &amp; Accessories",https://halalstock.in/is-subhash-silk-mills-ltd-halal-and-shariah-compliant/,SUBSM.BO,70.0,,296835008,ok
SUBROS LTD.,SUBROS,SUBROS,Auto Ancillaries,https://halalstock.in/is-subros-ltd-halal-and-shariah-compliant/,SUBROS.NS,855.5,34.719967,55850319872,ok
SUDITI INDUSTRIES LTD.,SUDTIND-B,,Textiles - Products,https://halalstock.in/is-suditi-industries-ltd-halal-and-shariah-compliant/,SUDTIND-B.BO,56.7,17.55418,2246243840,ok
SUMITOMO CHEMICAL INDIA LTD,SUMICHEM,SUMICHEM,Pesticides / Agrochemicals - Indian,https://halalstock.in/is-sumitomo-chemical-india-ltd-halal-and-shariah-compliant/,SUMICHEM.NS,466.0,42.909763,232601911296,ok
Sumuka Agro Industries Ltd,SUMUKA,,Packaged Foods,https://halalstock.in/is-sumuka-agro-industries-ltd-halal-and-shariah-compliant/,SUMUKA.BO,209.5,59.517044,1488952064,ok
SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,SPARC,SPARC,Miscellaneous,https://halalstock.in/is-sun-pharma-advanced-research-company-ltd-halal-and-shariah-compliant/,SPARC.NS,134.51,,43651399680,ok
